Topic,Count,Name,Representation,Representative_Docs
-1,210,-1_protest_cjp_cjp protest_delhi,"['protest', 'cjp', 'cjp protest', 'delhi', 'india', 'students', 'delhi protest', 'police', 'modi', 'jantar mantar']","['Lion since 2014_ -Intolerance campaign -Award return show by Urban Naxals -Shaheen Bagh -Delhi Riots -Fake Farmers Protest -Republic Day Riots -Manipur Kuki Terrorism -West Bengal Anti-Hindu Riots by TMC -AAP/CJP rampage Hardly any tough action after winning elections everywhere', 'Since 2014_ -Intolerance campaign -Award return show by Urban Naxals -Shaheen Bagh -Delhi Riots -Fake Farmers Protest -Republic Day Riots -Manipur Kuki Terrorism -West Bengal Anti-Hindu Riots by TMC -AAP-CJP rampage Hardly any concrete action after winning elections everywhere🤐', 'Since 2014_ -Intolerance campaign -Award return show by Urban Naxals -Shaheen Bagh -Delhi Riots -Fake Farmers Protest -Republic Day Riots -Manipur Kuki Terrorism -West Bengal Anti-Hindu Riots by TMC -AAP-CJP rampage Hardly any concrete action after winning elections everywhere🤐']"
0,170,0_pradhan_dharmendra_dharmendra pradhan_education,"['pradhan', 'dharmendra', 'dharmendra pradhan', 'education', 'education minister', 'minister', 'resignation', 'minister dharmendra', 'union education', 'cjp']","['CJP celebrates resignation of India’s Education Minister Dharmendra Pradhan. Yet CJP says won’t end protest until other demands are met: Compensation of ₹1 crore for families of students who died by suicide. Delhi Police public apology. (1/2)', ""CJP Keeps Pressure on Centre, Seeks Education Minister's Resignation New Delhi, July 24, 2026 The Cockroach Janta Party (CJP) has intensified its campaign over the NEET paper leak issue, maintaining that Education Minister Dharmendra Pradhan must resign or be removed from"", 'Cockroach Janta Party (CJP) supporters, and Volunteers protest seeking resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and NEET paper leak in New Delhi on July 24, 2026. 📸 : Shashi Shekhar Kashyap']"
1,128,1_riots_protest_modi_police,"['riots', 'protest', 'modi', 'police', 'delhi', 'cjp', 'delhi police', 'farmers', 'bjp', 'shaheen bagh']","['The Delhi High Court has granted permission to an NGO to file a case of recovery of compensation due to damage of public & private property by the CJP protestors. (Those who have vandalised public or private property should be made liable to compensate for the losses.)', 'This is amazing! CJP and Sonam Wangchuk: One month protest at Jantar Mantar. Modi govt refuses to talk to them Rahul Gandhi: Allowed to protest outside PM residence. In one hour Modi Govt starts dialogue Wah! Kya jugalbandi hai!', '1. Kishan Protest 2. Shaheen Bagh 3. Delhi Riots Now CJP . I feel Modi is done now . he needs to pass the baton to Amit Shah ji and Yogi ji . Resignation is not wrong but the timing is wrong and he ultimately surrenders to streets not genuine students 🙏']"
2,91,2_july_cjp protest_protest_cjp,"['july', 'cjp protest', 'protest', 'cjp', 'delhi', '2026', 'march', 'jantar mantar', 'mantar', 'jantar']","[""Bharatiya Kisan Union (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted."", ""Bharatiya Kisan Union (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted."", ""BKU (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted. cjp cjpprotest""]"
3,80,3_neet_students_protest_student,"['neet', 'students', 'protest', 'student', 'cjp', 'support', 'cjp protest', 'ban', 'delhi', 'cjp delhi']","['NEET topper bashing the so called student protest of CJP 🚨 Question: What do you think about student protest going on in our country ? She said : ""Look, from what I saw of this protest, I felt that there are no NEET students in this protest, the way they are chanting slogans', '1) CJP Delhi protest has 3 clear demands and Ban NEET is NOT one of them 2) So how is demanding Ban NEET in Tamil Nadu called a supportive protest for CJP 3) Pushing Ban NEET and singing about religious riots is this really a student support protest.', 'CJP Delhi demands a fair NEET while CJP Chennai demands a ban on NEET. Did you listen to his full speech? He covered all the issues related to NEET and the protest. Additionally, he also addressed the Tamil Nadu govt’s lack of action on Dalit issues in his own stage.']"
4,74,4_cjp protest_protest_cjp_modi,"['cjp protest', 'protest', 'cjp', 'modi', 'journalist', 'journalists', 'abuse', 'abusing', 'media', 'prime minister']","['She is Instagram influencer Sunita Bhatt with over 200K+ followers. She has been making anti-BJP videos for a long time and has been covering the CJP protest since day one. Now yesterday, she was threatening the Delhi Police to beat them with lathis. GenZWithBharat PMModi', '🚨 She is Instagram influencer Sunita Bhatt with over 200K+ followers. She has been making anti-BJP videos for a long time and has been covering the CJP protest since day one. Now yesterday, she was threatening the Delhi Police to beat them with lathis. Just a few hours later,', 'WTF Is Happening At CJP Protest? A journalist was randomly declared ""Godi Media"". And brutally beaten by a hundreds of CJP goons. And people on camera are celebrating these mob attacks on journalists. Instead of publicly conedming these mob attacks, CJP is shamelessly']"
5,66,5_food_water_police_mantar,"['food', 'water', 'police', 'mantar', 'jantar mantar', 'jantar', 'delhi', 'delhi police', 'cjp', 'protest']","['VIDEO | Delhi Jantar Mantar Protest: CJP spokesperson Saurav Das, says, ""Our food and water is being stopped. Is Delhi Police trying to deprive people of food and water? Let the Delhi Police clarify its position. Instead of listening to the demands of the youth, the', 'Delhi: CJP spokesperson Saurav Das sat on a dharna after alleging that Delhi Police stopped food and water supplies at the protest site. He says, ""Access to clean water and food is a basic human right. Is Delhi Police trying to deprive people of food and water? Delhi Police', 'VIDEO | Jantar Mantar Protest: ""Food and water being stopped\', says CJP spokesperson Saurav Das in heated argument with Delhi Police. JantarMantarProtest CJP (Full video available on PTI Videos -']"
6,66,6_metro_stations_delhi metro_metro stations,"['metro', 'stations', 'delhi metro', 'metro stations', '18', 'amid', 'shut', 'closed', 'remain', 'amid cjp']","['18 Delhi Metro stations remain shut for fourth straight day amid CJP protest DelhiMetro DMRC CJPProtest', 'For the fourth consecutive day, 18 Delhi Metro stations in central Delhi remain closed due to heightened security around the ongoing CJP protest near Jantar Mantar. Services are suspended from 7:30 AM until further notice, while interchange facilities remain available at Rajiv', 'STORY | 18 Delhi Metro stations remain shut for fourth straight day amid CJP protest Eighteen Delhi Metro stations in central Delhi remained closed for the fourth straight day on Saturday due to security concerns amid the ongoing Cockroach Janta Party (CJP) protest near the']"
7,60,7_police_stones_delhi police_pelting,"['police', 'stones', 'delhi police', 'pelting', 'cjp protesters', 'cjp', 'lathi', 'protesters', 'nihang', 'lathi charge']","['The Nihang Sikhs who came to support the CJP protest are now disappointed themselves. They are saying that people here are consuming drugs, deliberately pelting stones at the police, and creating riots. It took them just two days to realize what was happening here. But the', 'Reality of CJP Protest! Police was standing peacefully, CJP Goons attacked them, pelted stones at Police. Peek TV which promoted CJP got stuck in the attack and its anchor fell down. They finally had to run away because of the violent CJP Goons.', ""Nihang Sikhs are now beating CJP protesters at Jantar Mantar. According to them, this is no longer a protest. It's a fair. People come here only to hurl abusive slogans, mess around, and throw stones or bottles at the police. This is no longer a peaceful protest. They say""]"
8,64,8_nadda_jp_jp nadda_spokesperson,"['nadda', 'jp', 'jp nadda', 'spokesperson', 'saurav', 'saurav das', 'das', 'jitendra singh', 'jitendra', 'union ministers']","['Watch | Delhi: A meeting was held between Union Ministers JP Nadda and Jitendra Singh and Cockroach Janta Party’s Chief Spokesperson Saurav Das and National Spokesperson Ashutosh Ranka. | | | | | Delhi |', ""Delhi | Union Ministers JP Nadda and Jitendra Singh hold third round of talks with Cockroach Janta Party's Chief Spokesperson Saurav Das and its National Spokesperson Ashutosh Ranka. 🪳✊ CJP Protest Live Updates ➠ 📋"", ""WATCH | Delhi: Union Ministers JP Nadda and Jitendra Singh hold third round of talks with Cockroach Janta Party's Chief Spokesperson Saurav Das and its National Spokesperson Ashutosh Ranka. 🪳✊ CJP Protest Live Updates ➠ 📋""]"
9,54,9_party_cockroach_cockroach janta_janta party,"['party', 'cockroach', 'cockroach janta', 'janta party', 'janta', 'party cjp', 'mantar', 'jantar mantar', 'jantar', 'delhi']","['Watch | Delhi Police held a press conference on the ongoing Cockroach Janata Party (CJP) protest. DCP Central Rohit Rajbir Singh said, ""Our investigation has revealed that some social media accounts operated from Pakistan are spreading fake content related to the protest. So', 'WATCH | Delhi: On the misleading and false information related to Jantar Mantar protest, DCP Central Rohit Rajbir Singh says, ""A protest has been going on at Jantar Mantar for the past several weeks by the Cockroach Janata Party... Information on social media goes viral very', '🚨 NewsAlert | Delhi Police held a press conference regarding the ongoing Cockroach Janata Party (CJP) protest. 📌 DCP Central Rohit Rajbir Singh said, ""For the past several weeks, the Cockroach Janata Party (CJP) protest has been underway at Jantar Mantar. Information spreads']"
10,39,10_criminal_recognition_identified_facial,"['criminal', 'recognition', 'identified', 'facial', 'facial recognition', 'delhi police', 'criminal records', 'records', 'criminals', 'frs']","['BIG EXPOSE | CJP Protest 250 criminals visited Protest They created riot like situation Delhi Police FRS system has identified 250 wanted criminals who allegedly visited the CJP protest site. Sources claim many of them were present to fuel violence and create a riot-like', '🚨 BIG BREAKING Delhi Police IDENTIFIED several ""BAD CHARACTERS"" with CRIMINAL records ahead of the CJP protest and took 215 people into PREVENTIVE CUSTODY based on intelligence inputs to PREVENT any law-and-order disruption.', '🚨 BIG BREAKING Delhi Police IDENTIFIED several ""BAD CHARACTERS"" with CRIMINAL records ahead of the CJP protest and took 215 people into PREVENTIVE CUSTODY based on intelligence inputs to PREVENT any law-and-order disruption.']"
11,40,11_immediate effect_demands_cjp_effect,"['immediate effect', 'demands', 'cjp', 'effect', 'immediate', 'breaking cjp', 'cjp calls', 'called', 'home', 'protest immediate']","['CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.', 'WATCH | CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.', 'BREAKINGNEWS | CJP calls off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. NEETPAPERLEAK']"
12,38,12_nia_court_seeking_probe,"['nia', 'court', 'seeking', 'probe', 'delhi high', 'high court', 'high', 'pil', 'rejects', 'plea']","['BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.']"
13,42,13_dipke_abhijeet_abhijeet dipke_founder,"['dipke', 'abhijeet', 'abhijeet dipke', 'founder', 'cjp founder', 'founder abhijeet', 'mantar', 'jantar mantar', 'jantar', 'cockroach']","['🎥 | Cockroach Janta Party (CJP) founder Abhijeet Dipke on Saturday shared an update on his health, saying he has been diagnosed with typhoid. Despite his illness, he asserted that the nationwide protests demanding the resignation of Union Minister Dharmendra Pradhan will', ""Delhi: Cockroach Janta Party (CJP) founder Abhijeet Dipke broke down in tears at the Jantar Mantar protest site during the ongoing demonstration following activist Sonam Wangchuk's removal from the venue by the Delhi Police"", 'Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest Delhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters. A large gathering of people joined the demonstration,']"
14,35,14_sonam_wangchuk_sonam wangchuk_strike,"['sonam', 'wangchuk', 'sonam wangchuk', 'strike', 'hunger', 'hunger strike', 'hospital', 'ended', 'fast', 'safdarjung hospital']","['A video showing activist Sonam Wangchuk inside Delhi\'s Safdarjung Hospital has gone viral, capturing moments after he was shifted there from the Jantar Mantar protest site during his hunger strike. The footage shows Wangchuk confronting a police officer and alleging ""harassment""', ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar"", ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar""]"
15,26,15_firs_police_15 firs_registered,"['firs', 'police', '15 firs', 'registered', '15', 'firs registered', 'violence', 'personnel', 'police personnel', 'delhi police']","[""130 police personnel, 65 students injured; 15 FIRs registered in connection with CJP's July 20 protest, say Delhi police sources Read Story | CJP July20Protest DelhiPolice PolicePersonnel StudentInjured FIRs"", 'Delhi Police sources say 130 police personnel and 65 students were injured during the July 20 CJP protest. A total of 15 FIRs have been registered in connection with the incident. Delhi CJP Protest DelhiPolice Students NewsUpdate OI', 'Students protest in Delhi | Delhi Police Sources say - 130 Police personnel have been injured. 15 FIRs have been registered. About 65 students were injured in the protest. Around 10,000 people on average are present at and around Jantar Mantar, 3000 Police personnel deployed']"
16,29,16_cockroachjantaparty protest_dharmendrapradhan sonamwangchuk_modi delhi_sonamwangchuk,"['cockroachjantaparty protest', 'dharmendrapradhan sonamwangchuk', 'modi delhi', 'sonamwangchuk', 'protest india', 'dharmendrapradhan', 'cockroachjantaparty', 'abhijeetdipke', 'bjp', 'genz']","['Creativity GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar', ""It's awareness. GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar"", 'Gorlllss GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar']"
17,25,17_ranka_ashutosh ranka_ashutosh_demands,"['ranka', 'ashutosh ranka', 'ashutosh', 'demands', 'accepted', 'spokesperson ashutosh', 'demands accepted', 'cjp spokesperson', 'spokesperson', 'ranka says']","['VIDEO | Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withraw the protest with immediate effect.” (Full video', 'Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.” NEETIssue', 'Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.”']"
18,20,18_pellet_pellet guns_guns_use,"['pellet', 'pellet guns', 'guns', 'use', 'injuries', 'seeks', 'rahul gandhi', 'rahul', 'used', 'gandhi']","['Pellet gun controversy at the CJP protest | Protesters allege a pellet gun attack, while Delhi Police deny using pellet guns. Who is accountable for the pellet injuries? Tune in for more in this report. NEETPaperLeakCase StudentProtest Education Delhi JantarMantar', 'Quickplainers | On July 20, police used lathis and tear gas on those who marched from Jantar Mantar toward Parliament over NEET exam paper leaks. At least 3 people showed pellet wounds, including one who may lose his eyesight. Delhi Police has denied using pellet guns, but a', '""When I went to the CJP protest, I never expected I\'d be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I']"
19,22,19_cockroaches_ram_london_cockroach,"['cockroaches', 'ram', 'london', 'cockroach', 'modi', 'openly', 'india', 'broken', 'terrorist', 'going']","['A remark made by a participant at the recent Cockroach Janta Party (CJP) protest in Delhi has triggered widespread outrage online. In a viral video, a man identifying himself as a Delhi High Court lawyer was asked whether he would object if India were broken into seven pieces.', 'American terrorist Gurpatwant Singh Pannun claims that he had a zoom meeting with cockroach Janata party leaders. ""SFJ will provide nearly ₹10 crore to CJP to help break India into smaller pieces."" He further said that the fall of Delhi and Modi is invitable. He said that the', ""Nisarga Adhikary, the 19-year-old cybersecurity researcher whose disclosures about CBSE's On-Screen Marking (OSM) portal fed into this year's series of controversies around exams, on Friday join at the Cockroach Janata Party (CJP) protest at Jantar Mantar in Delhi. CJPProtest""]"
20,19,20_cctv_footage_cctv footage_july,"['cctv', 'footage', 'cctv footage', 'july', '20', 'released', 'police', 'police released', 'shows', 'delhi police']","['CJP Protest: Delhi Police has released CCTV footages showing incidents of stone pelting & vandalism at multiple locations across the national capital during the July 20 protest. The videos capture damage to public property and clashes at several sites.', 'CCTV Footage Shows Barricades Being Breached Before Parliament March Delhi Police has released CCTV footage from 20 July that it says shows CJP supporters breaking through barricades while attempting to march towards Parliament. According to the police, the breach led to a', '🚨BREAKING 🚨DELHI Delhi Police has released CCTV footage that it says captures incidents of stone-pelting and vandalism during the July 20 protest in the national capital. According to police, the footage forms part of the ongoing investigation into the violence. cjp protest']"
21,18,21_jamia_detained_returning_students,"['jamia', 'detained', 'returning', 'students', 'police', 'delhi police', 'jantar mantar', 'mantar', 'jantar', 'stop']","['A source told The Observer Post that Delhi Police personnel were allegedly stopping young men near Gate No. 2 of Jamia Millia Islamia Metro Station and recording their names on a ""detained persons"" form on Friday. According to the source, two police personnel without visible', ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest"", ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest""]"
22,21,22_actress_links_woman cjp_offered,"['actress', 'links', 'woman cjp', 'offered', 'investigate', 'suspicious', 'woman', 'threatening', 'exposed', 'turn']","['This woman at the CJP protest is threatening to turn Delhi into Nepal. She looks suspicious. must investigate her links. From', '🚨 ACTRESS AKANKSHA PURI - ""I was offered money to support CJP and Jantar Mantar Protest. They even offered me Flight tickets to Jantar Mantar. I was asked to post reels. Many other creators received similar offers too. I refused. Students should be supported genuinely. It is', 'ACTRESS AKANKSHA PURI. ""I was offered money to support CJP and Jantar Mantar Protest. They even offered me Flight tickets to Jantar Mantar. I was asked to post reels. Many other creators received similar offers too. I refused. Students should be supported genuinely. It is not a']"
